"code_rome","libelle_rome","code_grand_domaine","libelle_grand_domaine","code_domaine_professionel","libelle_domaine_professionel"
"D1237","Socio-esthéticien / Socio-esthéticienne","D","Commerce, Vente et Grande distribution","D12","Commerce non alimentaire et de prestations de confort"
"D1238","Chef / Cheffe d'agence de location de véhicules","D","Commerce, Vente et Grande distribution","D12","Commerce non alimentaire et de prestations de confort"
"D1239","Perceur corporel / Perceuse corporelle","D","Commerce, Vente et Grande distribution","D12","Commerce non alimentaire et de prestations de confort"
"D1240","Prothésiste ongulaire","D","Commerce, Vente et Grande distribution","D12","Commerce non alimentaire et de prestations de confort"
"D1241","Conseiller / Conseillère en image personnelle","D","Commerce, Vente et Grande distribution","D12","Commerce non alimentaire et de prestations de confort"
"D1242","Linger / Lingère","D","Commerce, Vente et Grande distribution","D12","Commerce non alimentaire et de prestations de confort"
"D1243","Acheteur vendeur / Acheteuse vendeuse en dépôt-vente","D","Commerce, Vente et Grande distribution","D12","Commerce non alimentaire et de prestations de confort"
"D1301","Gérant / Gérante de magasin d'alimentation générale","D","Commerce, Vente et Grande distribution","D13","Direction de magasin de détail"
"D1302","Responsable de boutique","D","Commerce, Vente et Grande distribution","D13","Direction de magasin de détail"
"D1303","Responsable de station-service","D","Commerce, Vente et Grande distribution","D13","Direction de magasin de détail"
"D1304","Responsable de station de lavage","D","Commerce, Vente et Grande distribution","D13","Direction de magasin de détail"
"D1305","Responsable de magasin cycles","D","Commerce, Vente et Grande distribution","D13","Direction de magasin de détail"
"D1401","Assistant commercial / Assistante commerciale","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1402","Commercial / Commerciale grands comptes et entreprises","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1403","Conseiller commercial / Conseillère commerciale auprès des particuliers","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1404","Vendeur / Vendeuse automobile","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1405","Conseiller / Conseillère en information médicale","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1406","Directeur / Directrice des ventes","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1407","Technico-commercial / Technico-commerciale","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1408","Conseiller / Conseillère clientèle à distance","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1409","Assistant / Assistante administration des ventes","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1410","Attaché commercial / Attachée commerciale","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1411","Responsable Efficacité Commerciale (SFE) en industrie pharmaceutique","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1412","Délégué médical hospitalier / Déléguée médicale hospitalière","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1413","Délégué / Déléguée pharmaceutique","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1414","Responsable de zone internationale","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1415","Chargé / Chargée de relation client","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1416","Commercial / Commerciale auprès d'une clientèle d'entreprises","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1417","Chef / Cheffe des ventes","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1418","Négociant / Négociante en bois","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1419","Courtier / Courtière en vins","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1420","Cadre Technico-commercial / Technico-commerciale","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1421","Conseiller commercial / Conseillère commerciale en véhicules industriels","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1422","Chargé / Chargée de recouvrement de créances","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1423","Conseiller / Conseillère produits en véhicules","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1424","Conseiller vendeur / Conseillère vendeuse à domicile","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1425","Conseiller vendeur / Conseillère vendeuse de véhicules poids lourds","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1426","Vendeur / Vendeuse en véhicules de collection","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1427","Conseiller vendeur / Conseillère vendeuse d'autocars","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1428","Superviseur / Superviseuse technique et logistique en assistance de régulation médicale","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1429","Assistant / Assistante import-export","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1430","Conseiller vendeur / Conseillère vendeuse de véhicules de loisirs","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1431","Assistant / Assistante achat","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1432","Assistant / Assistante service clients","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1433","Commercial / Commerciale export","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1434","Conseiller commercial / Conseillère commerciale motocycles","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1435","Responsable de plateau de centre d'appels","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1436","Assistant / Assistante de régulation médicale (ARM)","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1437","Gérant / Gérante de négoce automobile","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1438","Assistant / Assistante e-commerce","D","Commerce, Vente et Grande distribution","D14","Force de vente"
"D1501","Animateur / Animatrice des ventes","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1502","Chef / Cheffe de rayon produits alimentaires","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1503","Chef / Cheffe de rayon de produits non alimentaires","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1504","Directeur / Directrice de magasin de grande distribution","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1505","Hôte / Hôtesse de caisse","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1506","Merchandiser","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1507","Employé / Employée de rayon libre-service","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1508","Responsable de caisses","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1509","Responsable de département en grande distribution","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1510","Chef / Cheffe de secteur magasin","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"D1511","Opérateur / Opératrice de station service","D","Commerce, Vente et Grande distribution","D15","Grande distribution"
"E1101","Community manager","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1102","Ecrivain / Ecrivaine","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1103","Chargé / Chargée des relations publiques","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1104","Concepteur / Conceptrice de contenus multimedia","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1105","Editeur / Editrice","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1106","Journaliste","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1107","Chef / Cheffe de projet événementiel","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1108","Traducteur / Traductrice","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1109","Directeur / Directrice de la communication","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1110","Directeur / Directrice de la rédaction","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1111","Game master","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1112","Chargé / Chargée de communication","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1113","Responsable e-commerce","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1114","Reporter / Reportrice","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1115","Chef / Cheffe de projet jeux vidéo","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1116","Responsable d'édition en presse","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1117","Wedding planner","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1118","Présentateur / Présentatrice journaliste","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1119","Concepteur rédacteur / Conceptrice rédactrice","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1120","Chef / Cheffe de projets traduction","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1121","Secrétaire de rédaction","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1122","Transcripteur adaptateur / Transcriptrice adaptatrice","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1123","Interprète","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1124","Social media manager - Responsable des médias sociaux","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1125","Concepteur / Conceptrice de jeux vidéo","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1126","Auteur / Auteure de jeux de société","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1127","Brand content manager","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1128","Directeur / Directrice de création","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1129","Directeur / Directrice artistique communication","E","Communication, Média et Multimédia","E11","Edition et communication"
"E1201","Photographe","E","Communication, Média et Multimédia","E12","Images et sons"
"E1202","Opérateur / Opératrice de laboratoire cinématographique","E","Communication, Média et Multimédia","E12","Images et sons"
"E1203","Technicien / Technicienne de laboratoire photographique","E","Communication, Média et Multimédia","E12","Images et sons"
"E1204","Technicien / Technicienne d'exploitation cinématographique","E","Communication, Média et Multimédia","E12","Images et sons"
"E1205","Designer graphique","E","Communication, Média et Multimédia","E12","Images et sons"
"E1206","UX - UI Designer","E","Communication, Média et Multimédia","E12","Images et sons"
"E1207","Motion designer","E","Communication, Média et Multimédia","E12","Images et sons"
"E1208","Chef / Cheffe de studio de photographie","E","Communication, Média et Multimédia","E12","Images et sons"
"E1209","Responsable de laboratoire photographique","E","Communication, Média et Multimédia","E12","Images et sons"
"E1210","Web designer","E","Communication, Média et Multimédia","E12","Images et sons"
"E1211","Dessinateur-illustrateur / Dessinatrice-illustratrice","E","Communication, Média et Multimédia","E12","Images et sons"
"E1301","Conducteur / Conductrice de machines d'impression","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1302","Conducteur / Conductrice de machines de façonnage routage","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1303","Chef / Cheffe de fabrication en industrie graphique","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1304","Agent / Agente de façonnage et routage","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1305","Préparateur-correcteur / Préparatrice-correctrice en industrie graphique","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1306","Opérateur / Opératrice de prépresse","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1307","Reprographe","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1308","Technicien / Technicienne des industries graphiques","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1309","Responsable d'atelier de façonnage routage","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1310","Contrôleur / Contrôleuse qualité en industrie graphique","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1311","Régleur / Régleuse de machines de façonnage routage","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1312","Lecteur-correcteur / Lectrice-correctrice","E","Communication, Média et Multimédia","E13","Industries graphiques"
"E1313","Agent / Agente d'encadrement en industrie graphique","E","Communication, Média et Multimédia","E13","Industries graphiques"
